Sport,Name,sport_name,Time,TSS,Swim_ind,Bike_ind,Run_ind,Recovery_ind,Elite_ind,Prep_ind,Base 1_ind,Base 2_ind,Base 3_ind,Build 1_ind,Build 2_ind,Peak_ind,E_ind,S_ind,M_Ind,P_ind,F_ind,A_ind
Bike,S1.03Elt,BikeS1,39.5,26,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0
Bike,S1.04Elt,BikeS1,43.5,30.5,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0
Bike,S1.05Elt,BikeS1,43,35.5,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0
Bike,S1.06Elt,BikeS1,51,41.5,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0
Bike,S1.07Elt,BikeS1,35,29.5,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0
Bike,S2.01Elt,BikeS2,38.5,25.5,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0
Bike,S2.02Elt,BikeS2,48,33.5,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0
Run,E2.1Elt,RunE2,20,23.5,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Run,E2.2Elt,RunE2,25,29.5,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Run,E2.3Elt,RunE2,30,35.5,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Run,E2.4Elt,RunE2,35,41.5,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Run,E2.5Elt,RunE2,40,47.5,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Run,E2.6Elt,RunE2,45,53.5,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
