Sport,Name,sport_name,Time,TSS,Swim_ind,Bike_ind,Run_ind,Recovery_ind,Elite_ind,Prep_ind,Base 1_ind,Base 2_ind,Base 3_ind,Build 1_ind,Build 2_ind,Peak_ind,E_ind,S_ind,M_Ind,P_ind,F_ind,A_ind
Run,E2.7Elt,RunE2,50,59.5,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Run,E2.8Elt,RunE2,55,66,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Run,E2.9Elt,RunE2,60,72,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Run,E2.10Elt,RunE2,67.5,81.5,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Run,E2.11Elt,RunE2,75,90.5,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Run,E2.12Elt,RunE2,82.5,100,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Run,E2.13Elt,RunE2,90,109.5,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Run,E2.14Elt,RunE2,97.5,119,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Run,E2.15Elt,RunE2,105,128.5,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Run,E2.16Elt,RunE2,112.5,138,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Run,E2.17Elt,RunE2,120,147,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
